movie_title,imdb_score,duration,color,title_year,Genre_1,language,country,gross,budget,director_facebook_likes,actor_3_facebook_likes,actor_1_facebook_likes,actor_2_facebook_likes,movie_facebook_likes,ProfitTurnover,AdjustedGross,AdjustedBudget,Language,Country,TotalFacebooklikes,TitleLength,Generation
I Can Do Bad All by Myself ,4.1,113,Color,2009,Comedy,English,USA,51697449,13000000,0,256,607,269,1000,2.9767268461538463,51.697449,13,English,USA,2132,27,Boomletes
The Switch ,6.1,101,Color,2010,Comedy,English,USA,27758465,19000000,8,110,544,449,0,0.46097184210526315,27.758465,19,English,USA,1111,11,Boomletes
Just Married ,5.4,95,Color,2003,Comedy,English,USA,56127162,18000000,189,306,500,308,0,2.1181756666666667,56.127162,18,English,USA,1303,13,Boomletes
The Devil's Double ,7.1,109,Color,2011,Biography,English,Belgium,1357042,15000000,93,521,31000,3000,14000,-0.9095305333333333,1.357042,15,English,Non-US,48614,19,Boomletes
Thomas and the Magic Railroad ,3.6,85,Color,2000,Adventure,English,UK,15911333,19000000,2,402,1000,539,663,-0.16256142105263158,15.911333,19,English,Non-US,2606,30,Millenium
The Crazies ,6.5,101,Color,2010,Horror,English,USA,39103378,20000000,42,219,991,894,0,0.9551689,39.103378,20,English,USA,2146,12,Boomletes
Spirited Away ,8.6,125,Color,2001,Adventure,Japanese,Japan,10049886,19000000,6000,7,17,10,28000,-0.4710586315789474,10.049886,19,Non-English,Non-US,34034,14,Boomletes
The Bounty ,7,132,Color,1984,Action,English,UK,8600000,25000000,79,1000,14000,12000,1000,-0.656,8.6,25,English,Non-US,28079,11,Millenium
The Book Thief ,7.6,131,Color,2013,Drama,English,USA,21483154,19000000,33,326,876,526,53000,0.13069231578947368,21.483154,19,English,USA,54761,15,Boomletes
Sex Drive ,6.5,129,Color,2008,Adventure,English,USA,8396942,19000000,51,630,948,822,0,-0.5580556842105263,8.396942,19,English,USA,2451,10,Boomletes
Leap Year ,6.4,100,Color,2010,Comedy,English,USA,12561,19000000,14,356,3000,547,13000,-0.9993388947368421,0.012561,19,English,USA,16917,10,Boomletes
Take Me Home Tonight ,6.3,97,Color,2011,Comedy,English,USA,6923891,23000000,31,562,2000,2000,0,-0.6989612608695652,6.923891,23,English,USA,4593,21,Boomletes
The Nutcracker ,5.7,92,Color,1993,Family,English,USA,2119994,19000000,22,0,2,0,238,-0.8884213684210527,2.119994,19,English,USA,262,15,Millenium
Kansas City ,6.3,116,Color,1996,Crime,English,France,1292527,19000000,500,530,12000,1000,228,-0.9319722631578947,1.292527,19,English,Non-US,14258,12,Millenium
The Amityville Horror ,6,90,Color,2005,Drama,English,USA,64255243,19000000,15,16000,87000,17000,0,2.381854894736842,64.255243,19,English,USA,120015,22,Boomletes
Adaptation. ,7.7,81,Color,2002,Comedy,English,USA,22245861,19000000,0,836,12000,11000,0,0.17083478947368422,22.245861,19,English,USA,23836,12,Boomletes
Land of the Dead ,6.2,97,Black and White,2005,Horror,English,Canada,20433940,15000000,0,233,654,529,0,0.3622626666666667,20.43394,15,English,Non-US,1416,17,Boomletes
Fear and Loathing in Las Vegas ,7.7,118,Color,1998,Adventure,English,USA,10562387,18500000,0,551,40000,693,15000,-0.42906016216216214,10.562387,18.5,English,USA,56244,31,Millenium
The Invention of Lying ,6.4,100,Color,2009,Comedy,English,USA,18439082,18500000,0,985,3000,2000,13000,-0.003292864864864865,18.439082,18.5,English,USA,18985,23,Boomletes
Neighbors ,6.4,97,Color,2014,Comedy,English,USA,150056505,18000000,89,329,920,798,21000,7.3364725,150.056505,18,English,USA,23136,10,Boomletes
The Mask ,6.9,114,Color,1994,Action,English,USA,119938730,18000000,55,360,789,424,0,5.663262777777778,119.93873,18,English,USA,1628,9,Millenium
Big ,7.3,130,Color,1988,Comedy,English,USA,114968774,18000000,545,697,15000,11000,0,5.387154111111111,114.968774,18,English,USA,27242,4,Millenium
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan ,7.3,82,Color,2006,Comedy,English,USA,128505958,18000000,119,6,332,165,0,6.1392198888888885,128.505958,18,English,USA,622,84,Boomletes
Legally Blonde ,6.2,96,Color,2001,Comedy,English,USA,95001351,18000000,126,584,2000,788,0,4.277852833333333,95.001351,18,English,USA,3498,15,Boomletes
Star Trek III: The Search for Spock ,6.6,105,Color,1984,Action,English,USA,76400000,17000000,12000,643,12000,664,0,3.4941176470588236,76.4,17,English,USA,25307,36,Millenium
The Exorcism of Emily Rose ,6.7,122,Color,2005,Drama,English,USA,75072454,20000000,301,457,1000,539,0,2.7536227,75.072454,20,English,USA,2297,27,Boomletes
Deuce Bigalow: Male Gigolo ,5.7,88,Color,1999,Comedy,English,USA,65535067,17000000,31,489,1000,489,0,2.8550039411764705,65.535067,17,English,USA,2009,27,Millenium
Left Behind ,3.1,110,Color,2014,Action,English,USA,13998282,16000000,179,734,12000,1000,31000,-0.125107375,13.998282,16,English,USA,44913,12,Boomletes
The Family Stone ,6.3,103,Color,2005,Comedy,English,USA,6061759,17000000,15,172,723,552,0,-0.6434259411764706,6.061759,17,English,USA,1462,17,Boomletes
Barbershop 2: Back in Business ,5.7,106,Black and White,2004,Comedy,English,USA,64955956,18000000,8,521,748,656,265,2.608664222222222,64.955956,18,English,USA,2198,31,Boomletes
Bad Santa ,7.1,98,Color,2003,Comedy,English,USA,60057639,18000000,72,566,1000,624,10000,2.3365355,60.057639,18,English,USA,12262,10,Boomletes
Austin Powers: International Man of Mystery ,7,68,Color,1997,Comedy,English,USA,53868030,17000000,116,481,8000,503,0,2.1687076470588234,53.86803,17,English,USA,9100,44,Millenium
My Big Fat Greek Wedding 2 ,6.1,94,Color,2016,Comedy,English,USA,59573085,18000000,52,261,567,312,19000,2.3096158333333334,59.573085,18,English,USA,20192,27,Boomletes
Diary of a Wimpy Kid: Rodrick Rules ,6.6,99,Color,2011,Comedy,English,USA,52691009,21000000,42,557,975,569,0,1.5090956666666666,52.691009,21,English,USA,2143,36,Boomletes
Predator ,7.8,107,Color,1987,Action,English,USA,59735548,15000000,323,794,1000,1000,13000,2.9823698666666667,59.735548,15,English,USA,16117,9,Millenium
Amadeus ,8.3,180,Color,1984,Biography,English,USA,51600000,18000000,869,521,692,670,16000,1.8666666666666667,51.6,18,English,USA,18752,8,Millenium
Prom Night ,3.9,89,Color,2008,Horror,English,USA,43818159,20000000,29,458,2000,690,1000,1.19090795,43.818159,20,English,USA,4177,11,Boomletes
Mean Girls ,7,97,Color,2004,Comedy,English,USA,86049418,17000000,70,625,2000,1000,0,4.061730470588235,86.049418,17,English,USA,3695,11,Boomletes
Under the Tuscan Sun ,6.7,113,Color,2003,Comedy,English,USA,43601508,18000000,22,148,727,171,0,1.422306,43.601508,18,English,USA,1068,21,Boomletes
Gosford Park ,7.3,131,Color,2001,Drama,English,UK,41300105,19800000,500,555,1000,559,0,1.085863888888889,41.300105,19.8,English,Non-US,2614,13,Boomletes
Peggy Sue Got Married ,6.3,103,Color,1986,Comedy,English,USA,41382841,18000000,0,805,12000,899,0,1.2990467222222222,41.382841,18,English,USA,13704,22,Millenium
Birdman or (The Unexpected Virtue of Ignorance) ,7.8,119,Color,2014,Comedy,English,USA,42335698,18000000,0,529,15000,6000,114000,1.3519832222222221,42.335698,18,English,USA,135529,48,Boomletes
Blue Jasmine ,7.3,98,Color,2013,Drama,English,USA,33404871,18000000,11000,218,594,268,36000,0.8558261666666667,33.404871,18,English,USA,48080,13,Boomletes
United 93 ,7.6,111,Color,2006,Drama,English,USA,31471430,15000000,521,64,97,68,0,1.0980953333333334,31.47143,15,English,USA,750,10,Boomletes
Honey ,5.3,94,Color,2003,Drama,English,USA,30222640,25000000,23,582,2000,1000,0,0.2089056,30.22264,25,English,USA,3605,6,Boomletes
Glory ,7.9,122,Color,1989,Drama,English,USA,26830000,18000000,380,2000,18000,11000,0,0.4905555555555556,26.83,18,English,USA,31380,6,Millenium
Spy Hard ,5.3,81,Color,1996,Action,English,USA,26906039,18000000,8,341,844,456,588,0.49477994444444445,26.906039,18,English,USA,2237,9,Millenium
The Fog ,6.8,89,Color,1980,Fantasy,English,USA,21378000,1000000,0,606,2000,826,7000,20.378,21.378,1,English,USA,10432,8,Generation X
Soul Surfer ,7.1,106,Color,2011,Biography,English,USA,43853424,18000000,80,723,2000,795,15000,1.4363013333333334,43.853424,18,English,USA,18598,12,Boomletes
Observe and Report ,5.8,86,Color,2009,Comedy,English,USA,23993605,18000000,62,59,390,258,0,0.33297805555555554,23.993605,18,English,USA,769,19,Boomletes
Conan the Destroyer ,5.8,103,Color,1984,Action,English,USA,26400000,18000000,130,406,691,476,2000,0.4666666666666667,26.4,18,English,USA,3703,20,Millenium
Raging Bull ,8.3,121,Black and White,1980,Biography,English,USA,45250,18000000,17000,356,22000,394,0,-0.9974861111111111,0.04525,18,English,USA,39750,12,Generation X
Love Happens ,5.6,109,Color,2009,Drama,English,USA,22927390,18000000,7,827,2000,980,0,0.2737438888888889,22.92739,18,English,USA,3814,13,Boomletes
Young Sherlock Holmes ,6.8,109,Color,1985,Adventure,English,USA,4250320,18000000,272,124,155,144,0,-0.7638711111111111,4.25032,18,English,USA,695,22,Millenium
Fame ,5,123,Color,2009,Comedy,English,USA,22452209,18000000,64,637,808,720,0,0.24734494444444444,22.452209,18,English,USA,2229,5,Boomletes
127 Hours ,7.6,94,Color,2010,Adventure,English,USA,18329466,18000000,0,223,11000,642,63000,0.018303666666666666,18.329466,18,English,USA,74865,10,Boomletes
Small Time Crooks ,6.7,94,Color,2000,Comedy,English,USA,17071230,18000000,11000,975,11000,11000,812,-0.051598333333333336,17.07123,18,English,USA,34787,18,Millenium
Center Stage ,6.7,115,Color,2000,Drama,English,USA,17174870,18000000,13,111,757,220,0,-0.04584055555555556,17.17487,18,English,USA,1101,13,Millenium
Love the Coopers ,5.7,107,Color,2015,Comedy,English,USA,26284475,17000000,24,85,10000,566,0,0.5461455882352941,26.284475,17,English,USA,10675,17,Boomletes
Catch That Kid ,5.2,91,Color,2004,Comedy,English,USA,16702864,18000000,38,362,17000,632,591,-0.0720631111111111,16.702864,18,English,USA,18623,15,Boomletes
Life as a House ,7.5,125,Color,2001,Drama,English,USA,15561627,18000000,34,1000,16000,4000,0,-0.13546516666666666,15.561627,18,English,USA,21034,16,Boomletes
Steve Jobs ,7.2,122,Color,2015,Biography,English,UK,17750583,30000000,0,816,14000,13000,23000,-0.4083139,17.750583,30,English,Non-US,50816,11,Boomletes
"I Love You, Beth Cooper ",5.3,102,Color,2009,Comedy,English,Canada,14793904,18000000,0,529,946,800,0,-0.17811644444444444,14.793904,18,English,Non-US,2275,24,Boomletes
Youth in Revolt ,6.5,90,Color,2009,Comedy,English,USA,15281286,18000000,44,729,12000,904,0,-0.15103966666666666,15.281286,18,English,USA,13677,16,Boomletes
The Legend of the Lone Ranger ,5,98,Color,1981,Action,English,USA,8000000,18000000,28,102,372,262,346,-0.5555555555555556,8,18,English,USA,1110,30,Millenium
The Tailor of Panama ,6.1,109,Color,2001,Drama,English,USA,13491653,18000000,128,1000,11000,2000,813,-0.25046372222222224,13.491653,18,English,USA,14941,21,Boomletes
Getaway ,4.4,90,Color,2013,Action,English,USA,10494494,18000000,31,179,210,193,4000,-0.41697255555555557,10.494494,18,English,USA,4613,8,Boomletes
The Ice Storm ,7.5,112,Color,1997,Drama,English,USA,7837632,18000000,0,177,805,223,0,-0.564576,7.837632,18,English,USA,1205,14,Millenium
And So It Goes ,5.7,94,Color,2014,Comedy,English,USA,15155772,18000000,0,197,712,341,3000,-0.15801266666666666,15.155772,18,English,USA,4250,15,Boomletes
Troop Beverly Hills ,5.5,105,Color,1989,Adventure,English,USA,8508843,18000000,6,371,723,422,0,-0.5272865,8.508843,18,English,USA,1522,20,Millenium
Being Julia ,7.1,104,Color,2004,Comedy,English,Canada,7739049,18000000,109,202,405,204,562,-0.5700528333333333,7.739049,18,English,Non-US,1482,12,Boomletes
9½ Weeks ,5.9,112,Color,1986,Drama,English,USA,6734844,17000000,213,45,567,67,0,-0.6038327058823529,6.734844,17,English,USA,892,9,Millenium
Dragonslayer ,6.7,108,Color,1981,Action,English,USA,6000000,18000000,25,94,1000,115,0,-0.6666666666666666,6,18,English,USA,1234,13,Millenium
The Last Station ,7,112,Color,2009,Biography,English,Germany,6615578,13000000,97,231,577,416,0,-0.4911093846153846,6.615578,13,English,Non-US,1321,17,Boomletes
Ed Wood ,7.9,127,Black and White,1994,Biography,English,USA,5887457,18000000,13000,940,40000,13000,0,-0.6729190555555555,5.887457,18,English,USA,66940,8,Millenium
Labor Day ,6.9,111,Color,2013,Drama,English,USA,13362308,18000000,655,405,24000,14000,0,-0.2576495555555556,13.362308,18,English,USA,39060,10,Boomletes
Mongol: The Rise of Genghis Khan ,7.3,126,Color,2007,Adventure,Mongolian,Russia,5701643,20000000,44,9,627,12,0,-0.71491785,5.701643,20,Non-English,Non-US,692,33,Boomletes
RocknRolla ,7.3,114,Color,2008,Action,English,UK,5694401,18000000,0,1000,27000,18000,12000,-0.6836443888888889,5.694401,18,English,Non-US,58000,11,Boomletes
Megaforce ,3.5,99,Color,1982,Action,English,USA,5333658,20000000,379,251,456,278,0,-0.7333171,5.333658,20,English,USA,1364,10,Millenium
Hamlet ,7.8,150,Color,1996,Drama,English,UK,4414535,18000000,0,401,597,591,0,-0.7547480555555556,4.414535,18,English,Non-US,1589,7,Millenium
Midnight Special ,6.7,112,Color,2016,Adventure,English,Greece,3707794,18000000,337,201,4000,820,0,-0.7940114444444445,3.707794,18,English,Non-US,5358,17,Boomletes
Anything Else ,6.4,108,Color,2003,Comedy,English,USA,3203044,18000000,11000,922,11000,944,827,-0.8220531111111111,3.203044,18,English,USA,24693,14,Boomletes
The Railway Man ,7.1,116,Color,2013,Biography,English,Australia,4435083,18000000,6,212,25000,14000,18000,-0.7536065,4.435083,18,English,Non-US,57218,16,Boomletes
The White Ribbon ,7.8,144,Black and White,2009,Drama,German,Germany,2222647,12000000,0,16,63,43,0,-0.8147794166666666,2.222647,12,Non-English,Non-US,122,17,Boomletes
The Wraith ,5.9,93,Color,1986,Action,English,USA,3500000,2700000,28,415,1000,695,0,0.2962962962962963,3.5,2.7,English,USA,2138,11,Millenium
The Salton Sea ,7.2,103,Color,2002,Crime,English,USA,676698,18000000,154,576,1000,783,2000,-0.9624056666666667,0.676698,18,English,USA,4513,15,Boomletes
One Man's Hero ,6.2,121,Color,1999,Action,English,Spain,229311,11350000,0,353,854,578,271,-0.9797963876651983,0.229311,11.35,English,Non-US,2056,15,Millenium
Renaissance ,6.7,105,Color,2006,Action,English,France,63260,14000000,2,69,805,306,0,-0.9954814285714285,0.06326,14,English,Non-US,1182,12,Boomletes
Superbad ,7.6,119,Color,2007,Comedy,English,USA,121463226,20000000,99,778,15000,833,0,5.0731613,121.463226,20,English,USA,16710,9,Boomletes
Step Up 2: The Streets ,6.2,98,Color,2008,Drama,English,USA,58006147,23000000,209,129,158,152,0,1.5220063913043478,58.006147,23,English,USA,648,23,Boomletes
Hoodwinked! ,6.5,80,Color,2005,Action,English,USA,51053787,17500000,19,854,11000,979,0,1.917359257142857,51.053787,17.5,English,USA,12852,12,Boomletes
Hotel Rwanda ,8.1,121,Color,2004,Drama,English,UK,23472900,17500000,83,242,3000,460,12000,0.3413085714285714,23.4729,17.5,English,Non-US,15785,13,Boomletes
Hitman ,6.3,94,Color,2007,Action,English,France,39687528,24000000,87,280,866,794,0,0.653647,39.687528,24,English,Non-US,2027,7,Boomletes
Black Nativity ,4.4,93,Color,2013,Drama,English,USA,7017178,17500000,148,170,549,269,0,-0.5990184,7.017178,17.5,English,USA,1136,15,Boomletes
City of Ghosts ,6,116,Color,2002,Crime,English,USA,325491,17500000,0,50,109,67,204,-0.9814005142857143,0.325491,17.5,English,USA,430,15,Boomletes
The Others ,7.6,101,Color,2001,Fantasy,English,USA,96471845,17000000,448,83,482,203,20000,4.6748144117647055,96.471845,17,English,USA,21216,11,Boomletes
Aliens ,8.4,154,Color,1986,Action,English,USA,85200000,18500000,0,604,2000,626,18000,3.6054054054054054,85.2,18.5,English,USA,21230,7,Millenium
My Fair Lady ,7.9,170,Color,1964,Drama,English,USA,72000000,17000000,165,244,453,272,0,3.235294117647059,72,17,English,USA,1134,13,Baby Boomers
I Know What You Did Last Summer ,5.6,99,Color,1997,Horror,English,USA,72219395,17000000,13,681,45000,4000,0,3.248199705882353,72.219395,17,English,USA,49694,32,Millenium
Let's Be Cops ,6.5,104,Color,2014,Comedy,English,USA,82389560,17000000,42,613,839,756,14000,3.846444705882353,82.38956,17,English,USA,16250,14,Boomletes
Sideways ,7.5,126,Color,2004,Adventure,English,USA,71502303,12000000,729,284,912,306,0,4.95852525,71.502303,12,English,USA,2231,9,Boomletes
Beerfest ,6.3,110,Color,2006,Comedy,English,USA,19179969,17500000,422,422,33000,459,0,0.09599822857142858,19.179969,17.5,English,USA,34303,9,Boomletes
Halloween ,7.9,101,Color,1978,Horror,English,USA,47000000,300000,0,598,2000,742,12000,155.66666666666666,47,0.3,English,USA,15340,10,Generation X
Hero ,7.9,80,Black and White,2002,Action,Mandarin,China,84961,31000000,611,576,5000,643,0,-0.9972593225806452,0.084961,31,Non-English,Non-US,6830,5,Boomletes
Good Boy! ,5.1,87,Color,2003,Comedy,English,USA,37566230,17000000,9,503,818,636,309,1.2097782352941175,37.56623,17,English,USA,2275,10,Boomletes
The Best Man Holiday ,6.7,123,Color,2013,Comedy,English,USA,70492685,17000000,92,849,1000,886,7000,3.146628529411765,70.492685,17,English,USA,9827,21,Boomletes
Smokin' Aces ,6.7,109,Color,2006,Action,English,UK,35635046,17000000,248,968,16000,988,3000,1.0961791764705882,35.635046,17,English,Non-US,21204,13,Boomletes
Saw 3D: The Final Chapter ,5.6,90,Color,2010,Horror,English,Canada,45670855,20000000,52,298,723,346,12000,1.28354275,45.670855,20,English,Non-US,13419,26,Boomletes
40 Days and 40 Nights ,5.6,96,Color,2002,Comedy,English,USA,37939782,17000000,36,486,1000,580,2000,1.2317518823529412,37.939782,17,English,USA,4102,22,Boomletes
TRON: Legacy ,6.8,125,Color,2010,Action,English,USA,172051787,170000000,364,1000,12000,10000,30000,0.012069335294117647,172.051787,170,English,USA,53364,13,Boomletes
A Night at the Roxbury ,6.2,82,Color,1998,Comedy,English,USA,30324946,17000000,12,281,8000,357,0,0.7838203529411765,30.324946,17,English,USA,8650,23,Millenium
Beastly ,5.6,86,Color,2011,Drama,English,USA,27854896,17000000,33,583,15000,976,16000,0.6385232941176471,27.854896,17,English,USA,32592,8,Boomletes
The Hills Have Eyes ,6.4,108,Color,2006,Horror,English,USA,41777564,15000000,192,580,1000,1000,0,1.7851709333333334,41.777564,15,English,USA,2772,20,Boomletes
Dickie Roberts: Former Child Star ,5.6,98,Color,2003,Comedy,English,USA,22734486,17000000,39,428,593,517,320,0.33732270588235297,22.734486,17,English,USA,1897,34,Boomletes
"McFarland, USA ",7.4,129,Color,2015,Biography,English,USA,44469602,17000000,51,89,427,234,21000,1.6158589411764706,44.469602,17,English,USA,21801,15,Boomletes
Pitch Perfect ,7.2,112,Color,2012,Comedy,English,USA,64998368,17000000,36,746,10000,751,36000,2.823433411764706,64.998368,17,English,USA,47533,14,Boomletes
Summer Catch ,4.9,108,Color,2001,Comedy,English,USA,19693891,34000000,19,505,973,954,476,-0.4207679117647059,19.693891,34,English,USA,2927,13,Boomletes
A Simple Plan ,7.5,121,Color,1998,Crime,English,UK,16311763,17000000,0,244,989,888,0,-0.040484529411764704,16.311763,17,English,Non-US,2121,14,Millenium
They ,4.8,89,Color,2002,Horror,English,USA,12693621,17000000,11,973,1000,982,814,-0.2533164117647059,12.693621,17,English,USA,3780,5,Boomletes
Larry the Cable Guy: Health Inspector ,3.1,89,Color,2006,Comedy,English,USA,15655665,4000000,0,323,690,400,110,2.91391625,15.655665,4,English,USA,1523,38,Boomletes
The Adventures of Elmo in Grouchland ,5.8,73,Color,1999,Adventure,English,USA,11634458,17000000,11,142,1000,436,339,-0.31562011764705883,11.634458,17,English,USA,1928,37,Millenium
Brooklyn's Finest ,6.7,132,Color,2009,Crime,English,USA,27154426,17000000,847,625,3000,960,4000,0.5973191764705882,27.154426,17,English,USA,9432,18,Boomletes
Evil Dead ,6.5,96,Color,2013,Horror,English,USA,54239856,17000000,201,58,394,150,70000,2.1905797647058822,54.239856,17,English,USA,70803,10,Boomletes
